,0,1,0
1526,2019 March 07,  Sharpless 249 and the Jellyfish Nebula,https://apod.nasa.gov/apod/ap190307.html
1527,2019 March 08,  Stardust and Starlight in M78,https://apod.nasa.gov/apod/ap190308.html
1528,2019 March 09,  Crescent Enceladus,https://apod.nasa.gov/apod/ap190309.html
1529,2019 March 10,  Moonrise Through Mauna Kea's Shadow,https://apod.nasa.gov/apod/ap190310.html
1530,2019 March 11,  The Central Magnetic Field of the Cigar Galaxy,https://apod.nasa.gov/apod/ap190311.html
1531,2019 March 12,  Touchdown on Asteroid Ryugu,https://apod.nasa.gov/apod/ap190312.html
1532,2019 March 13,  Highlights of the North Spring Sky,https://apod.nasa.gov/apod/ap190313.html
1533,2019 March 14,  Perseverance Valley Panorama,https://apod.nasa.gov/apod/ap190314.html
1534,2019 March 15,  A View Toward M101,https://apod.nasa.gov/apod/ap190315.html
1535,2019 March 16,  NGC 3324 in Carina,https://apod.nasa.gov/apod/ap190316.html
1536,2019 March 17,  M106,https://apod.nasa.gov/apod/ap190317.html
1537,2019 March 18,  Horsehead and Orion Nebulas,https://apod.nasa.gov/apod/ap190318.html
1538,2019 March 19,  Abell 370,https://apod.nasa.gov/apod/ap190319.html
1539,2019 March 20,  Equinox on Planet Earth,https://apod.nasa.gov/apod/ap190320.html
1540,2019 March 21,  Star Trails and the Equinox Sunrise,https://apod.nasa.gov/apod/ap190321.html
1541,2019 March 22,  A Symphony in Northern Winter Skies,https://apod.nasa.gov/apod/ap190322.html
1542,2019 March 23,  Four Towers and the Equinox Moon,https://apod.nasa.gov/apod/ap190323.html
1543,2019 March 24,  Zooming in on Star Cluster Terzan 5,https://apod.nasa.gov/apod/ap190324.html
1544,2019 March 25,  Arp 194,https://apod.nasa.gov/apod/ap190325.html
1545,2019 March 26,  AE Aurigae and the Flaming Star Nebula,https://apod.nasa.gov/apod/ap190326.html
1546,2019 March 27,  NGC 1333,https://apod.nasa.gov/apod/ap190327.html
1547,2019 March 28,  The Gaia Stars of M15,https://apod.nasa.gov/apod/ap190328.html
1548,2019 March 29,  M104,https://apod.nasa.gov/apod/ap190329.html
1549,2019 March 30,  3D 67P,https://apod.nasa.gov/apod/ap190330.html
1550,2019 March 31,  Markarian's Chain of Galaxies,https://apod.nasa.gov/apod/ap190331.html
1551,2019 April 01,  Astronaut Kicks Lunar Field Goal,https://apod.nasa.gov/apod/ap190401.html
1552,2019 April 02,  Space Station Silhouette on the Moon,https://apod.nasa.gov/apod/ap190402.html
1553,2019 April 03,  Wisps Surrounding the Horsehead Nebula,https://apod.nasa.gov/apod/ap190403.html
1554,2019 April 04,  Messier 2,https://apod.nasa.gov/apod/ap190404.html
1555,2019 April 05,  Pan-STARRS Across the Sky,https://apod.nasa.gov/apod/ap190405.html
1556,2019 April 06,  ISS from Wallasey,https://apod.nasa.gov/apod/ap190406.html
1557,2019 April 07,  A Scorpius Sky Spectacular,https://apod.nasa.gov/apod/ap190407.html
1558,2019 April 08,  AZURE Vapor Tracers over Norway,https://apod.nasa.gov/apod/ap190408.html
1559,2019 April 09,  Moon Occults Saturn,https://apod.nasa.gov/apod/ap190409.html
1560,2019 April 10,  Martian Moon Phobos Crosses the Sun,https://apod.nasa.gov/apod/ap190410.html
1561,2019 April 11,  First Horizon Scale Image of a Black Hole,https://apod.nasa.gov/apod/ap190411.html
1562,2019 April 12,  A Cosmic Rose,https://apod.nasa.gov/apod/ap190412.html
1563,2019 April 13,  Rigil Kentaurus and Sandqvist 169,https://apod.nasa.gov/apod/ap190413.html
1564,2019 April 14,  Simulation,https://apod.nasa.gov/apod/ap190414.html
1565,2019 April 15,  Enhanced,https://apod.nasa.gov/apod/ap190415.html
1566,2019 April 16,  In the Vicinity of the Cone Nebula,https://apod.nasa.gov/apod/ap190416.html
1567,2019 April 17,  Messier 81,https://apod.nasa.gov/apod/ap190417.html
1568,2019 April 18,  The Leo Trio,https://apod.nasa.gov/apod/ap190418.html
1569,2019 April 19,  Milky Way in Northern Spring,https://apod.nasa.gov/apod/ap190419.html
1570,2019 April 20,  Falcon Heavy Launch Close up,https://apod.nasa.gov/apod/ap190420.html
1571,2019 April 21,  Spiral Aurora over Icelandic Divide,https://apod.nasa.gov/apod/ap190421.html
1572,2019 April 22,  Mars Methane Mystery Deepens,https://apod.nasa.gov/apod/ap190422.html
1573,2019 April 23,"  Meteors, Comet, and Big Dipper over La Palma",https://apod.nasa.gov/apod/ap190423.html
1574,2019 April 24,  The Shape of the Southern Crab,https://apod.nasa.gov/apod/ap190424.html
1575,2019 April 25,  Pan-STARRS Across the Lagoon,https://apod.nasa.gov/apod/ap190425.html
1576,2019 April 26,  Southern Cross to Eta Carinae,https://apod.nasa.gov/apod/ap190426.html
1577,2019 April 27,"  The Galaxy, the Jet and the Black Hole",https://apod.nasa.gov/apod/ap190427.html
1578,2019 April 28,  All of Mercury,https://apod.nasa.gov/apod/ap190428.html
1579,2019 April 29,  N11,https://apod.nasa.gov/apod/ap190429.html
1580,2019 April 30,  Meteor Misses Galaxy,https://apod.nasa.gov/apod/ap190430.html
1581,2019 May 01,  The Cat's Eye Nebula in Optical and X-ray,https://apod.nasa.gov/apod/ap190501.html
1582,2019 May 02,  Manicouagan Impact Crater from Space,https://apod.nasa.gov/apod/ap190502.html
1583,2019 May 03,  Clouds of the Large Magellanic Cloud,https://apod.nasa.gov/apod/ap190503.html
1584,2019 May 04,  Saturn and the Da Vinci Glow,https://apod.nasa.gov/apod/ap190504.html
1585,2019 May 05,"  Saturn, Titan, Rings, and Haze",https://apod.nasa.gov/apod/ap190505.html
1586,2019 May 06,  Virtual Flyby of the Whirlpool Galaxy,https://apod.nasa.gov/apod/ap190506.html
1587,2019 May 07,  The Great Nebula in Carina,https://apod.nasa.gov/apod/ap190507.html
1588,2019 May 08,  Jupiter Marble from Juno,https://apod.nasa.gov/apod/ap190508.html
1589,2019 May 09,  Messier 5,https://apod.nasa.gov/apod/ap190509.html
1590,2019 May 10,  Halley Dust and Milky Way,https://apod.nasa.gov/apod/ap190510.html
1591,2019 May 11,"  Milky Way, Launch, and Landing",https://apod.nasa.gov/apod/ap190511.html
1592,2019 May 12,  Ash and Lightning above an Icelandic Volcano,https://apod.nasa.gov/apod/ap190512.html
1593,2019 May 13,  Rho Ophiuchi Wide Field,https://apod.nasa.gov/apod/ap190513.html
1594,2019 May 14,  Young Star Cluster Trumpler 14 from Hubble,https://apod.nasa.gov/apod/ap190514.html
1595,2019 May 15,  Anemic Spiral NGC 4921 from Hubble,https://apod.nasa.gov/apod/ap190515.html
1596,2019 May 16,  Dark Skies,https://apod.nasa.gov/apod/ap190516.html
1597,2019 May 17,  RS Puppis,https://apod.nasa.gov/apod/ap190517.html
1598,2019 May 18,"  Atlas, Daphnis, and Pan",https://apod.nasa.gov/apod/ap190518.html
1599,2019 May 19,  A Circumhorizontal Arc Over Ohio,https://apod.nasa.gov/apod/ap190519.html
1600,2019 May 20,  Planets of the Solar System,https://apod.nasa.gov/apod/ap190520.html
1601,2019 May 21,  Deep Field,https://apod.nasa.gov/apod/ap190521.html
1602,2019 May 22,  Primordial Contact Binary 2014 MU69,https://apod.nasa.gov/apod/ap190522.html
1603,2019 May 23,  Moons Near Jupiter,https://apod.nasa.gov/apod/ap190523.html
1604,2019 May 24,  Boulders on Bennu,https://apod.nasa.gov/apod/ap190524.html
1605,2019 May 25,  Planet of the Tajinastes,https://apod.nasa.gov/apod/ap190525.html
1606,2019 May 26,  A Solar Prominence Eruption from SDO,https://apod.nasa.gov/apod/ap190526.html
1607,2019 May 27,  A Volcano of Fire under a Milky Way of Stars,https://apod.nasa.gov/apod/ap190527.html
1608,2019 May 28,"  Stars, Dust, and Gas near NGC 3572",https://apod.nasa.gov/apod/ap190528.html
1609,2019 May 29,  M95,https://apod.nasa.gov/apod/ap190529.html
1610,2019 May 30,  Sunrise at Copernicus Crater,https://apod.nasa.gov/apod/ap190530.html
1611,2019 May 31,  Lynds Dark Nebula 1251,https://apod.nasa.gov/apod/ap190531.html
1612,2019 June 01,  NICER at Night,https://apod.nasa.gov/apod/ap190601.html
1613,2019 June 02,  A Live View from the International Space Station,https://apod.nasa.gov/apod/ap190602.html
1614,2019 June 03,  Stephan's Quintet from Hubble,https://apod.nasa.gov/apod/ap190603.html
1615,2019 June 04,  SEIS,https://apod.nasa.gov/apod/ap190604.html
1616,2019 June 05,  The Interstellar Clouds of Orion,https://apod.nasa.gov/apod/ap190605.html
1617,2019 June 06,  Messier 63,https://apod.nasa.gov/apod/ap190606.html
1618,2019 June 07,  The Planet and the Pipe,https://apod.nasa.gov/apod/ap190607.html
1619,2019 June 08,  On the Beach with Mars,https://apod.nasa.gov/apod/ap190608.html
1620,2019 June 09,  A Triangular Shadow of a Large Volcano,https://apod.nasa.gov/apod/ap190609.html
1621,2019 June 10,  Jupiter Abyss,https://apod.nasa.gov/apod/ap190610.html
1622,2019 June 11,  The Cave Nebula in Infrared from Spitzer,https://apod.nasa.gov/apod/ap190611.html
1623,2019 June 12,  Spiral Galaxy M96 from Hubble,https://apod.nasa.gov/apod/ap190612.html
1624,2019 June 13,  The Colors and Magnitudes of M13,https://apod.nasa.gov/apod/ap190613.html
1625,2019 June 14,  NGC 4676,https://apod.nasa.gov/apod/ap190614.html
1626,2019 June 15,  Stereo Helene,https://apod.nasa.gov/apod/ap190615.html
1627,2019 June 16,  Unusual Mountain Ahuna Mons on Asteroid Ceres,https://apod.nasa.gov/apod/ap190616.html
1628,2019 June 17,  Milky Way over Pyramid of the Feathered Serpent,https://apod.nasa.gov/apod/ap190617.html
1629,2019 June 18,  Strawberry Moon over the Temple of Poseidon,https://apod.nasa.gov/apod/ap190618.html
1630,2019 June 19,  Our Galaxy's Magnetic Center,https://apod.nasa.gov/apod/ap190619.html
1631,2019 June 20,  A View Toward M106,https://apod.nasa.gov/apod/ap190620.html
1632,2019 June 21,  Sunset Analemma,https://apod.nasa.gov/apod/ap190621.html
1633,2019 June 22,  Ares 3 Landing Site,https://apod.nasa.gov/apod/ap190622.html
1634,2019 June 23,  Carina Nebula Panorama from Hubble,https://apod.nasa.gov/apod/ap190623.html
1635,2019 June 24,  Anticrepuscular Rays Converge Opposite the Sun,https://apod.nasa.gov/apod/ap190624.html
1636,2019 June 25,  25 Brightest Stars in the Night Sky,https://apod.nasa.gov/apod/ap190625.html
1637,2019 June 26,"  Noctilucent Clouds, Reflections, and Silhouettes",https://apod.nasa.gov/apod/ap190626.html
1638,2019 June 27,  The Longer Days,https://apod.nasa.gov/apod/ap190627.html
1639,2019 June 28,  A Solstice Night in Paris,https://apod.nasa.gov/apod/ap190628.html
1640,2019 June 29,  M83,https://apod.nasa.gov/apod/ap190629.html
1641,2019 June 30,  Virtual Flight over Asteroid Vesta,https://apod.nasa.gov/apod/ap190630.html
1642,2019 July 01,  The Big Corona,https://apod.nasa.gov/apod/ap190701.html
1643,2019 July 02,  NGC 1566,https://apod.nasa.gov/apod/ap190702.html
1644,2019 July 03,  Robotic Dragonfly Selected to Fly Across Titan,https://apod.nasa.gov/apod/ap190703.html
1645,2019 July 04,  In the Shadow of the Moon,https://apod.nasa.gov/apod/ap190704.html
1646,2019 July 05,  La Silla Eclipse Sequence,https://apod.nasa.gov/apod/ap190705.html
1647,2019 July 06,  8 Minute and 30 Second Eclipse,https://apod.nasa.gov/apod/ap190706.html
1648,2019 July 07,  Crescent Saturn,https://apod.nasa.gov/apod/ap190707.html
1649,2019 July 08,  The Galactic Center in Radio from MeerKAT,https://apod.nasa.gov/apod/ap190708.html
1650,2019 July 09,  Birds During a Total Solar Eclipse,https://apod.nasa.gov/apod/ap190709.html
1651,2019 July 10,  4000 Exoplanets,https://apod.nasa.gov/apod/ap190710.html
1652,2019 July 11,  The Ghost of Jupiter's Halo,https://apod.nasa.gov/apod/ap190711.html
1653,2019 July 12,  Magellanic Galaxy NGC 55,https://apod.nasa.gov/apod/ap190712.html
1654,2019 July 13,  The Eagle Rises,https://apod.nasa.gov/apod/ap190713.html
1655,2019 July 14,  Eagle Aurora over Norway,https://apod.nasa.gov/apod/ap190714.html
1656,2019 July 15,  The Space Station Crosses a Spotless Sun,https://apod.nasa.gov/apod/ap190715.html
1657,2019 July 16,  Apollo 11 Launches Humans to the Moon,https://apod.nasa.gov/apod/ap190716.html
1658,2019 July 17,  Apollo 11,https://apod.nasa.gov/apod/ap190717.html
1659,2019 July 18,  Shadowed Moon and Mountain,https://apod.nasa.gov/apod/ap190718.html
1660,2019 July 19,  Tranquility Base Panorama,https://apod.nasa.gov/apod/ap190719.html
1661,2019 July 20,  Apollo 11 Landing Panorama,https://apod.nasa.gov/apod/ap190720.html
1662,2019 July 21,  Moonquakes Surprisingly Common,https://apod.nasa.gov/apod/ap190721.html
1663,2019 July 22,  HDR,https://apod.nasa.gov/apod/ap190722.html
1664,2019 July 23,  M82,https://apod.nasa.gov/apod/ap190723.html
1665,2019 July 24,  Zodiacal Road,https://apod.nasa.gov/apod/ap190724.html
1666,2019 July 25,  Cygnus Skyscape,https://apod.nasa.gov/apod/ap190725.html
1667,2019 July 26,  The Veins of Heaven,https://apod.nasa.gov/apod/ap190726.html
1668,2019 July 27,  Chandrayaan 2 Launch,https://apod.nasa.gov/apod/ap190727.html
1669,2019 July 28,  The North America Nebula in Infrared,https://apod.nasa.gov/apod/ap190728.html
1670,2019 July 29,  Lightning over the Volcano of Water,https://apod.nasa.gov/apod/ap190729.html
1671,2019 July 30,  Star Forming Region NGC 3582 without Stars,https://apod.nasa.gov/apod/ap190730.html
1672,2019 July 31,  IC 1795,https://apod.nasa.gov/apod/ap190731.html
1673,2019 August 01,  Elements in the Aftermath,https://apod.nasa.gov/apod/ap190801.html
1674,2019 August 02,  Chamaeleon II Dark Cloud,https://apod.nasa.gov/apod/ap190802.html
1675,2019 August 03,  Mimas in Saturnlight,https://apod.nasa.gov/apod/ap190803.html
1676,2019 August 04,  Rumors of a Dark Universe,https://apod.nasa.gov/apod/ap190804.html
1677,2019 August 05,  A Total Solar Eclipse Reflected,https://apod.nasa.gov/apod/ap190805.html
1678,2019 August 06,  The Local Void in the Nearby Universe,https://apod.nasa.gov/apod/ap190806.html
1679,2019 August 07,  Jupiter Engulfed and the Milky Way,https://apod.nasa.gov/apod/ap190807.html
1680,2019 August 08,  Curiosity at Teal Ridge,https://apod.nasa.gov/apod/ap190808.html
1681,2019 August 09,  Atlas at Dawn,https://apod.nasa.gov/apod/ap190809.html
1682,2019 August 10,  M16 Close Up,https://apod.nasa.gov/apod/ap190810.html
1683,2019 August 11,  Arp 87,https://apod.nasa.gov/apod/ap190811.html
1684,2019 August 12,  Perseid Meteors over Slovakia,https://apod.nasa.gov/apod/ap190812.html
1685,2019 August 13,  Supernova Cannon Expels Pulsar J0002,https://apod.nasa.gov/apod/ap190813.html
1686,2019 August 14,  Saturn Behind the Moon,https://apod.nasa.gov/apod/ap190814.html
1687,2019 August 15,  The Perseids and the Plough,https://apod.nasa.gov/apod/ap190815.html
1688,2019 August 16,  The Elephant's Trunk Nebula in Cepheus,https://apod.nasa.gov/apod/ap190816.html
1689,2019 August 17,  1901 Photograph,https://apod.nasa.gov/apod/ap190817.html
1690,2019 August 18,  Human as Spaceship,https://apod.nasa.gov/apod/ap190818.html
1691,2019 August 19,  Lenticular Clouds over Mount Etna,https://apod.nasa.gov/apod/ap190819.html
1692,2019 August 20,  Animation,https://apod.nasa.gov/apod/ap190820.html
1693,2019 August 21,  The Orion You Can Almost See,https://apod.nasa.gov/apod/ap190821.html
1694,2019 August 22,  Nearby Spiral Galaxy NGC 4945,https://apod.nasa.gov/apod/ap190822.html
1695,2019 August 23,  NGC 1499,https://apod.nasa.gov/apod/ap190823.html
1696,2019 August 24,  Millions of Stars in Omega Centauri,https://apod.nasa.gov/apod/ap190824.html
1697,2019 August 25,  Leaving Earth,https://apod.nasa.gov/apod/ap190825.html
1698,2019 August 26,  NGC 2170,https://apod.nasa.gov/apod/ap190826.html
1699,2019 August 27,  Dark Dust and Colorful Clouds near Antares,https://apod.nasa.gov/apod/ap190827.html
1700,2019 August 28,  Messier 61 Close Up,https://apod.nasa.gov/apod/ap190828.html
1701,2019 August 29,  M27,https://apod.nasa.gov/apod/ap190829.html
1702,2019 August 30,  NGC 7129 and NGC 7142,https://apod.nasa.gov/apod/ap190830.html
1703,2019 August 31,  Spitzer's Orion,https://apod.nasa.gov/apod/ap190831.html
1704,2019 September 01,  M45,https://apod.nasa.gov/apod/ap190901.html
1705,2019 September 02,  The Moon and Jupiter over the Alps,https://apod.nasa.gov/apod/ap190902.html
1706,2019 September 03,  Unusual Signal Suggests Neutron Star Destroyed by Black Hole,https://apod.nasa.gov/apod/ap190903.html
1707,2019 September 04,  The Spider Nebula in Infrared,https://apod.nasa.gov/apod/ap190904.html
1708,2019 September 05,  The Large Cloud of Magellan,https://apod.nasa.gov/apod/ap190905.html
1709,2019 September 06,  Recycling Cassiopeia A,https://apod.nasa.gov/apod/ap190906.html
1710,2019 September 07,  In Wolf's Cave,https://apod.nasa.gov/apod/ap190907.html
1711,2019 September 08,  Perijove 11,https://apod.nasa.gov/apod/ap190908.html
1712,2019 September 09,  M31,https://apod.nasa.gov/apod/ap190909.html
1713,2019 September 10,  Pluto in True Color,https://apod.nasa.gov/apod/ap190910.html
1714,2019 September 11,  IC 1805,https://apod.nasa.gov/apod/ap190911.html
1715,2019 September 12,  The Iris Nebula in a Field of Dust,https://apod.nasa.gov/apod/ap190912.html
1716,2019 September 13,  A Harvest Moon,https://apod.nasa.gov/apod/ap190913.html
1717,2019 September 14,  Little Planet to Exoplanets,https://apod.nasa.gov/apod/ap190914.html
1718,2019 September 15,  A Long Storm System on Saturn,https://apod.nasa.gov/apod/ap190915.html
1719,2019 September 16,  A Lunar Corona over Turin,https://apod.nasa.gov/apod/ap190916.html
1720,2019 September 17,  Water Vapor Discovered on Distant Exoplanet,https://apod.nasa.gov/apod/ap190917.html
1721,2019 September 18,  Gigantic Jet Lightning over India,https://apod.nasa.gov/apod/ap190918.html
1722,2019 September 19,  Along the Western Veil,https://apod.nasa.gov/apod/ap190919.html
1723,2019 September 20,  Saturn at Night,https://apod.nasa.gov/apod/ap190920.html
1724,2019 September 21,  The Tulip in the Swan,https://apod.nasa.gov/apod/ap190921.html
1725,2019 September 22,  Eye Sky a Dragon,https://apod.nasa.gov/apod/ap190922.html
1726,2019 September 23,  Equinox,https://apod.nasa.gov/apod/ap190923.html
1727,2019 September 24,  Sand Dunes Thawing on Mars,https://apod.nasa.gov/apod/ap190924.html
1728,2019 September 25,"  The Pelican Nebula in Gas, Dust, and Stars",https://apod.nasa.gov/apod/ap190925.html
1729,2019 September 26,  Da Vinci Rise,https://apod.nasa.gov/apod/ap190926.html
1730,2019 September 27,  The Annotated Galactic Center,https://apod.nasa.gov/apod/ap190927.html
1731,2019 September 28,  An Analemma of the Sun,https://apod.nasa.gov/apod/ap190928.html
1732,2019 September 29,  MyCn 18,https://apod.nasa.gov/apod/ap190929.html
1733,2019 September 30,  Orion Rising over Brazil,https://apod.nasa.gov/apod/ap190930.html
1734,2019 October 01,  Black Hole Safety Video,https://apod.nasa.gov/apod/ap191001.html
1735,2019 October 02,  Molecular Clouds in the Carina Nebula,https://apod.nasa.gov/apod/ap191002.html
1736,2019 October 03,  The Hydrogen Clouds of M33,https://apod.nasa.gov/apod/ap191003.html
1737,2019 October 04,  InSight on a Cloudy Day,https://apod.nasa.gov/apod/ap191004.html
1738,2019 October 05,  Jupiter and the Moons,https://apod.nasa.gov/apod/ap191005.html
1739,2019 October 06,  The Horsehead Nebula,https://apod.nasa.gov/apod/ap191006.html
1740,2019 October 07,  Io Eclipse Shadow on Jupiter from Juno,https://apod.nasa.gov/apod/ap191007.html
1741,2019 October 08,  Sprite Lightning in HD,https://apod.nasa.gov/apod/ap191008.html
1742,2019 October 09,  NGC 7714,https://apod.nasa.gov/apod/ap191009.html
1743,2019 October 10,  Mid-Air Meteor and Milky Way,https://apod.nasa.gov/apod/ap191010.html
1744,2019 October 11,  Planet Earth at Blue Hour,https://apod.nasa.gov/apod/ap191011.html
1745,2019 October 12,  Interplanetary Earth,https://apod.nasa.gov/apod/ap191012.html
1746,2019 October 13,  A Stellar Jewel Box,https://apod.nasa.gov/apod/ap191013.html
1747,2019 October 14,  Andromeda before Photoshop,https://apod.nasa.gov/apod/ap191014.html
1748,2019 October 15,  The Galaxy Above,https://apod.nasa.gov/apod/ap191015.html
1749,2019 October 16,  BHB2007,https://apod.nasa.gov/apod/ap191016.html
1750,2019 October 17,  Moons of Saturn,https://apod.nasa.gov/apod/ap191017.html
1751,2019 October 18,  Interstellar Interloper 2I/Borisov,https://apod.nasa.gov/apod/ap191018.html
1752,2019 October 19,  All Female Spacewalk Repairs Space Station,https://apod.nasa.gov/apod/ap191019.html
1753,2019 October 20,  Pluto at Night,https://apod.nasa.gov/apod/ap191020.html
1754,2019 October 21,  A Mercury Transit Music Video from SDO,https://apod.nasa.gov/apod/ap191021.html
1755,2019 October 22,  Night Sky Reflections from the Worlds Largest Mirror,https://apod.nasa.gov/apod/ap191022.html
1756,2019 October 23,  Starry Night by Vincent van Gogh,https://apod.nasa.gov/apod/ap191023.html
1757,2019 October 24,  Dark Seahorse in Cepheus,https://apod.nasa.gov/apod/ap191024.html
1758,2019 October 25,  The Ghosts of Cassiopeia,https://apod.nasa.gov/apod/ap191025.html
1759,2019 October 26,  Gravity s Grin,https://apod.nasa.gov/apod/ap191026.html
1760,2019 October 27,  Ghost Aurora over Canada,https://apod.nasa.gov/apod/ap191027.html
1761,2019 October 28,  The Space Station Crosses a Spotless Sun,https://apod.nasa.gov/apod/ap191028.html
1762,2019 October 29,  Curiosity Rover Finds a Clay Cache on Mars,https://apod.nasa.gov/apod/ap191029.html
1763,2019 October 30,  M42,https://apod.nasa.gov/apod/ap191030.html
1764,2019 October 31,  The Ghostly Veil Nebula,https://apod.nasa.gov/apod/ap191031.html
1765,2019 November 01,  The Day After Mars,https://apod.nasa.gov/apod/ap191101.html
1766,2019 November 02,  Inside the Flame Nebula,https://apod.nasa.gov/apod/ap191102.html
1767,2019 November 03,  Daphnis and the Rings of Saturn,https://apod.nasa.gov/apod/ap191103.html
1768,2019 November 04,  Near the Center of the Lagoon Nebula,https://apod.nasa.gov/apod/ap191104.html
1769,2019 November 05,  Spiral Galaxies Spinning Super Fast,https://apod.nasa.gov/apod/ap191105.html
1770,2019 November 06,  21st Century M101,https://apod.nasa.gov/apod/ap191106.html
1771,2019 November 07,  Messier 45,https://apod.nasa.gov/apod/ap191107.html
1772,2019 November 08,  NGC 3572 and the Southern Tadpoles,https://apod.nasa.gov/apod/ap191108.html
1773,2019 November 09,  Saturn the Giant,https://apod.nasa.gov/apod/ap191109.html
1774,2019 November 10,  A Mercury Transit Sequence,https://apod.nasa.gov/apod/ap191110.html
1775,2019 November 11,  Lunar Craters Langrenus and Petavius,https://apod.nasa.gov/apod/ap191111.html
1776,2019 November 12,  NGC 3717,https://apod.nasa.gov/apod/ap191112.html
1777,2019 November 13,  Mercury in Silhouette,https://apod.nasa.gov/apod/ap191113.html
1778,2019 November 14,  Mercury and the Quiet Sun,https://apod.nasa.gov/apod/ap191114.html
1779,2019 November 15,  M16 and the Eagle Nebula,https://apod.nasa.gov/apod/ap191115.html
1780,2019 November 16,  The Star Streams of NGC 5907,https://apod.nasa.gov/apod/ap191116.html
1781,2019 November 17,  Young Stars in the Rho Ophiuchi Cloud,https://apod.nasa.gov/apod/ap191117.html
1782,2019 November 18,  Passing Asteroid Arrokoth,https://apod.nasa.gov/apod/ap191118.html
1783,2019 November 19,  Milky Way over Uruguayan Lighthouse,https://apod.nasa.gov/apod/ap191119.html
1784,2019 November 20,  Arp 273,https://apod.nasa.gov/apod/ap191120.html
1785,2019 November 21,  Simeis 147,https://apod.nasa.gov/apod/ap191121.html
1786,2019 November 22,  Orion Rising,https://apod.nasa.gov/apod/ap191122.html
1787,2019 November 23,  Apollo 12 and Surveyor 3 Stereo View,https://apod.nasa.gov/apod/ap191123.html
1788,2019 November 24,  Apollo 12,https://apod.nasa.gov/apod/ap191124.html
1789,2019 November 25,  NGC 6995,https://apod.nasa.gov/apod/ap191125.html
1790,2019 November 26,  Venus and Jupiter on the Horizon,https://apod.nasa.gov/apod/ap191126.html
1791,2019 November 27,  Hoags Object,https://apod.nasa.gov/apod/ap191127.html
1792,2019 November 28,  Moon and Planets at Twilight,https://apod.nasa.gov/apod/ap191128.html
1793,2019 November 29,  Galileo's Europa Remastered,https://apod.nasa.gov/apod/ap191129.html
1794,2019 November 30,  Star Trails for a Red Planet,https://apod.nasa.gov/apod/ap191130.html
1795,2019 December 01,  Starburst Galaxy M94 from Hubble,https://apod.nasa.gov/apod/ap191201.html
1796,2019 December 02,  Mercury Crosses a Quiet Sun,https://apod.nasa.gov/apod/ap191202.html
1797,2019 December 03,  M27,https://apod.nasa.gov/apod/ap191203.html
1798,2019 December 04,  Electric Night,https://apod.nasa.gov/apod/ap191204.html
1799,2019 December 05,  Spiral Galaxy NGC 6744,https://apod.nasa.gov/apod/ap191205.html
1800,2019 December 06,  Pleiades to Hyades,https://apod.nasa.gov/apod/ap191206.html
1801,2019 December 07,  Lines of Time,https://apod.nasa.gov/apod/ap191207.html
1802,2019 December 08,  Geminid Meteors over Chile,https://apod.nasa.gov/apod/ap191208.html
1803,2019 December 09,  Looking Sideways from the Parker Solar Probe,https://apod.nasa.gov/apod/ap191209.html
1804,2019 December 10,  Starlink Satellite Trails over Brazil,https://apod.nasa.gov/apod/ap191210.html
1805,2019 December 11,  N63A,https://apod.nasa.gov/apod/ap191211.html
1806,2019 December 12,  Decorating the Sky,https://apod.nasa.gov/apod/ap191212.html
1807,2019 December 13,  Full Moon Geminids,https://apod.nasa.gov/apod/ap191213.html
1808,2019 December 14,  Interstellar Comet 2I Borisov,https://apod.nasa.gov/apod/ap191214.html
1809,2019 December 15,  Mammatus Clouds over Nebraska,https://apod.nasa.gov/apod/ap191215.html
1810,2019 December 16,  The Magnetic Fields of Spiral Galaxy M77,https://apod.nasa.gov/apod/ap191216.html
1811,2019 December 17,  The Horsehead Nebula,https://apod.nasa.gov/apod/ap191217.html
1812,2019 December 18,  A Hotspot Map of Neutron Star J0030s Surface,https://apod.nasa.gov/apod/ap191218.html
1813,2019 December 19,  Apollo 17's Moonship,https://apod.nasa.gov/apod/ap191219.html
1814,2019 December 20,  Late Afternoon on Mars,https://apod.nasa.gov/apod/ap191220.html
1815,2019 December 21,  Solstice to Solstice Solargraph Timelapse,https://apod.nasa.gov/apod/ap191221.html
1816,2019 December 22,  Solstice Illuminated,https://apod.nasa.gov/apod/ap191222.html
1817,2019 December 23,  Places for OSIRIS REx to Touch Asteroid Bennu,https://apod.nasa.gov/apod/ap191223.html
1818,2019 December 24,  A Northern Winter Sky Panorama,https://apod.nasa.gov/apod/ap191224.html
1819,2019 December 25,  An Annular Solar Eclipse over New Mexico,https://apod.nasa.gov/apod/ap191225.html
1820,2019 December 26,  The Northern Winter Hexagon,https://apod.nasa.gov/apod/ap191226.html
1821,2019 December 27,  A Partial Solar Eclipse Sequence Reflected,https://apod.nasa.gov/apod/ap191227.html
1822,2019 December 28,  A Distorted Sunrise Eclipse,https://apod.nasa.gov/apod/ap191228.html
1823,2019 December 29,  Cassini Spacecraft Crosses Saturn's Ring Plane,https://apod.nasa.gov/apod/ap191229.html
1824,2019 December 30,  Messier 20 and 21,https://apod.nasa.gov/apod/ap191230.html
1825,2019 December 31,  M33,https://apod.nasa.gov/apod/ap191231.html
1826,2020 January 01,  Betelgeuse Imagined,https://apod.nasa.gov/apod/ap200101.html
1827,2020 January 02,  The Fainting of Betelgeuse,https://apod.nasa.gov/apod/ap200102.html
